tiempo_s,referencia_rpm,velocidad_rpm,error_rpm,duty_percent,encoder_count,referencia_counts_100ms,velocidad_counts_100ms,error_counts_100ms,kp,ki,kd,sample_time_s,sample_time_count,encoder_counts_per_rev,monitor_interval_nominal_ms,sentido_giro
30.343,100.000,100.000,0.000,36.160,-194114,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
30.439,100.000,100.000,0.000,36.160,-194325,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
30.543,100.000,100.000,0.000,36.160,-194554,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
30.642,100.000,100.000,0.000,36.160,-194773,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
30.736,100.000,100.000,0.000,36.160,-194980,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
30.841,100.000,100.000,0.000,36.160,-195211,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
30.938,100.000,100.000,0.000,36.160,-195422,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
31.043,100.000,100.000,0.000,36.160,-195654,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
31.143,100.000,100.000,0.000,36.160,-195874,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
31.243,100.000,100.000,0.000,36.160,-196093,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
31.343,100.000,100.000,0.000,36.160,-196314,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
31.439,100.000,100.000,0.000,36.160,-196525,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
31.543,100.000,100.000,0.000,36.160,-196754,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
31.642,100.000,100.000,0.000,36.160,-196971,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
31.737,100.000,100.000,0.000,36.160,-197181,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
31.842,100.000,100.000,0.000,36.160,-197413,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
31.942,100.000,100.000,0.000,36.160,-197630,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
32.043,100.000,100.000,0.000,36.160,-197854,220,-220,0,350,40,50,0.1,10000000,1320,100,horario
