tiempo_s,duty,pulsos_por_segundo
21.05256,0.6,-1097.585
21.0726,0.6,-1047.695
21.09267,0.6,-1046.651
21.11273,0.6,-1046.442
21.13275,0.6,-1099.121
21.15281,0.6,-1046.651
21.17282,0.6,-1049.79
21.19282,0.6,-1049.58
21.21285,0.6,-1098.901
21.23288,0.6,-1048.113
21.25292,0.6,-1047.695
21.27298,0.6,-1096.929
21.29304,0.6,-1046.651
21.31307,0.6,-1048.742
21.33307,0.6,-1099.78
21.3531,0.6,-1048.742
21.37317,0.6,-1046.025
21.39324,0.6,-1096.054
21.41328,0.6,-1048.323
21.43333,0.6,-1047.068
21.45339,0.6,-1096.929
21.47346,0.6,-1046.025
21.49349,0.6,-1098.901
21.51356,0.6,-1046.234
21.53362,0.6,-1096.71
21.55364,0.6,-1048.951
21.57365,0.6,-1049.58
21.59369,0.6,-1097.585
21.61373,0.6,-1047.904
21.63376,0.6,-1098.462
21.6538,0.6,-1047.904
21.67382,0.6,-1048.742
21.69389,0.6,-1096.054
21.71393,0.6,-1047.904
21.73394,0.6,-1099.56
21.75395,0.6,-1049.79
21.77395,0.6,-1099.78
21.79399,0.6,-1047.695
21.81405,0.6,-1046.859
21.8341,0.6,-1097.366
21.85417,0.6,-1046.442
21.87422,0.6,-1097.147
21.89425,0.6,-1048.323
21.91427,0.6,-1099.34
21.93428,0.6,-1048.951
21.9543,0.6,-1099.34
21.97432,0.6,-1048.742
21.99439,0.6,-1096.054
22.01442,0.6,-1048.532
22.03445,0.6,-1098.682
22.0545,0.6,-1047.277
22.07454,0.6,-1097.585
22.0946,0.6,-1047.068
22.11467,0.6,-1096.054
22.13472,0.6,-1047.068
22.1548,0.6,-1095.836
22.17486,0.6,-1046.859
22.19489,0.6,-1098.462
22.21491,0.6,-1048.951
22.23496,0.6,-1097.366
22.255,0.6,-1047.904
22.27504,0.6,-1097.804
22.2951,0.6,-1096.273
22.31513,0.6,-1048.532
22.33516,0.6,-1098.682
22.3552,0.6,-1047.695
22.37527,0.6,-1096.054
22.39527,0.6,-1050
22.41529,0.6,-1098.901
22.43536,0.6,-1046.651
22.4554,0.6,-1097.585
22.47547,0.6,-1096.054
22.49551,0.6,-1048.323
22.51558,0.6,-1096.054
22.53564,0.6,-1046.651
22.55566,0.6,-1098.901
22.57567,0.6,-1049.79
22.5957,0.6,-1098.243
22.61574,0.6,-1097.585
22.63578,0.6,-1048.113
22.65582,0.6,-1097.804
22.67586,0.6,-1047.695
22.69592,0.6,-1096.929
22.71598,0.6,-1046.651
22.73599,0.6,-1099.78
22.75607,0.6,-1095.399
22.77608,0.6,-1049.58
22.79611,0.6,-1098.243
22.81618,0.6,-1046.442
22.83624,0.6,-1096.71
22.85625,0.6,-1099.34
22.87627,0.6,-1048.951
22.89632,0.6,-1097.147
22.91639,0.6,-1046.234
22.93644,0.6,-1097.585
22.95644,0.6,-1099.56
22.97648,0.6,-1048.323
22.99648,0.6,-1099.78
23.01652,0.6,-1047.904
23.0366,0.6,-1095.836
23.05661,0.6,-1099.34
23.07668,0.6,-1046.234
23.09672,0.6,-1097.804
23.11676,0.6,-1097.804
23.13678,0.6,-1048.951
23.15682,0.6,-1097.585
23.17687,0.6,-1047.695
23.19693,0.6,-1096.491
23.21701,0.6,-1095.836
23.23708,0.6,-1046.025
23.25715,0.6,-1096.491
23.27718,0.6,-1098.024
23.29723,0.6,-1047.695
23.31729,0.6,-1096.71
23.33736,0.6,-1096.054
23.35743,0.6,-1046.442
23.37746,0.6,-1098.462
23.39751,0.6,-1096.929
23.41751,0.6,-1050
23.43756,0.6,-1097.366
23.45765,0.6,-1095.181
23.47768,0.6,-1048.323
23.49769,0.6,-1099.78
23.51775,0.6,-1096.273
23.5378,0.6,-1047.695
23.55786,0.6,-1096.491
23.5779,0.6,-1097.585
23.59798,0.6,-1046.234
23.618,0.6,-1098.462
23.63805,0.6,-1097.585
23.65812,0.6,-1046.234
23.67815,0.6,-1098.462
23.69816,0.6,-1049.37
23.7182,0.6,-1097.804
23.73824,0.6,-1098.024
23.75826,0.6,-1048.951
23.77832,0.6,-1096.273
23.79833,0.6,-1099.56
23.81835,0.6,-1049.161
23.83839,0.6,-1098.024
23.85843,0.6,-1097.366
23.87849,0.6,-1047.068
23.89852,0.6,-1098.462
23.91856,0.6,-1097.585
23.93863,0.6,-1046.234
23.9587,0.6,-1096.491
23.97877,0.6,-1096.054
23.9988,0.6,-1048.323
24.01881,0.4,-1099.56
24.03886,0.4,-1047.277
24.05893,0.4,-1046.442
24.07898,0.4,-1047.277
24.09905,0.4,-996.612
24.1191,0.4,-997.606
24.13911,0.4,-999.6
24.15912,0.4,-999.201
24.17916,0.4,-948.104
24.19919,0.4,-948.482
24.21925,0.4,-947.347
24.23932,0.4,-946.592
24.25934,0.4,-948.861
24.27935,0.4,-899.82
24.29942,0.4,-896.593
24.31946,0.4,-898.383
24.3395,0.4,-898.383
24.35955,0.4,-897.666
24.3796,0.4,-847.796
24.39961,0.4,-899.64
24.41964,0.4,-848.473
24.43972,0.4,-846.951
24.45977,0.4,-847.627
24.47984,0.4,-847.12
24.49987,0.4,-848.642
24.51992,0.4,-848.134
24.53998,0.4,-797.448
24.56001,0.4,-848.812
24.58007,0.4,-797.448
24.60011,0.4,-848.303
24.62014,0.4,-798.722
24.64015,0.4,-799.84
24.66017,0.4,-799.201
24.68021,0.4,-798.563
24.70025,0.4,-798.244
24.72032,0.4,-797.289
24.74039,0.4,-796.972
24.76042,0.4,-798.882
24.78045,0.4,-798.882
24.80047,0.4,-799.041
24.82052,0.4,-748.354
24.84057,0.4,-797.766
24.86062,0.4,-748.354
24.8807,0.4,-796.813
24.90072,0.4,-799.041
24.92079,0.4,-747.459
24.94079,0.4,-750
24.96085,0.4,-797.448
24.98087,0.4,-749.251
25.00093,0.4,-797.607
25.02095,0.4,-749.401
25.041,0.4,-748.204
25.061,0.4,-750
25.08105,0.4,-797.766
25.10106,0.4,-749.7
25.12111,0.4,-748.204
25.14118,0.4,-747.31
25.1612,0.4,-799.041
25.18123,0.4,-749.251
25.20127,0.4,-748.354
25.22132,0.4,-748.055
25.24139,0.4,-747.31
25.26142,0.4,-749.101
25.28143,0.4,-749.55
25.30145,0.4,-749.251
25.32148,0.4,-748.802
25.34153,0.4,-798.085
25.3616,0.4,-747.459
25.38166,0.4,-747.608
25.40171,0.4,-748.354
25.42176,0.4,-747.906
25.44177,0.4,-749.7
25.46184,0.4,-747.459
25.48186,0.4,-749.251
25.5019,0.4,-748.503
25.52196,0.4,-747.608
25.54196,0.4,-749.85
25.56201,0.4,-748.354
25.58204,0.4,-699.021
25.60208,0.4,-748.354
25.62208,0.4,-749.85
25.64209,0.4,-749.85
25.66213,0.4,-748.354
25.68213,0.4,-750
25.70219,0.4,-748.055
25.72219,0.4,-749.85
25.74222,0.4,-748.802
25.76228,0.4,-747.906
25.78233,0.4,-748.055
25.80238,0.4,-748.055
25.82244,0.4,-698.045
25.84244,0.4,-750
25.86244,0.4,-749.85
25.88245,0.4,-749.55
25.90246,0.4,-749.85
25.92246,0.4,-750
25.94249,0.4,-748.802
25.9625,0.4,-699.58
25.98255,0.4,-748.204
26.0026,0.4,-747.906
26.02262,0.4,-749.401
26.04268,0.4,-747.906
26.06268,0.4,-749.7
26.08274,0.4,-748.055
26.10282,0.4,-746.863
26.12286,0.4,-698.603
26.14292,0.4,-747.906
26.16292,0.4,-749.85
26.18296,0.4,-748.503
26.20298,0.4,-749.251
26.22304,0.4,-747.608
26.24311,0.4,-747.608
26.26311,0.4,-750
26.28319,0.4,-697.072
26.30322,0.4,-749.101
26.32325,0.4,-748.652
26.3433,0.4,-748.204
26.36336,0.4,-747.757
26.38342,0.4,-747.906
26.40346,0.4,-698.603
26.42351,0.4,-748.055
26.44358,0.4,-747.31
26.46366,0.4,-747.012
26.48367,0.4,-749.55
26.50368,0.4,-749.55
26.52374,0.4,-747.906
26.54375,0.4,-749.55
26.56379,0.4,-698.742
26.58382,0.4,-748.951
26.60388,0.4,-747.459
26.62389,0.4,-749.7
26.6439,0.4,-749.55
26.66396,0.4,-747.906
26.68404,0.4,-746.863
26.7041,0.4,-748.055
26.7241,0.4,-700
26.74412,0.4,-748.951
26.76416,0.4,-748.503
26.78422,0.4,-748.055
26.80429,0.4,-747.31
26.82436,0.4,-747.31
26.84438,0.4,-749.251
26.86439,0.4,-699.72
26.8844,0.4,-749.55
26.9044,0.4,-749.85
26.92442,0.4,-749.55
26.94445,0.4,-748.802
26.96449,0.4,-748.503
26.98454,0.4,-748.204
27.00457,0.4,-699.021
27.02463,0.4,-747.459
27.04464,0.4,-749.55
27.06468,0.4,-748.802
27.0847,0.4,-749.251
27.10476,0.4,-747.757
27.12477,0.4,-749.55
27.14478,0.4,-699.58
27.16484,0.4,-747.906
27.18491,0.4,-747.161
27.20498,0.4,-747.608
27.22498,0.4,-749.85
27.24501,0.4,-748.802
27.26505,0.4,-748.503
27.2851,0.4,-748.354
27.30518,0.4,-747.012
27.32522,0.4,-698.324
27.34524,0.4,-749.55
27.36526,0.4,-749.101
27.38527,0.4,-749.7
27.40527,0.4,-750
27.42527,0.4,-750
27.44529,0.4,-749.251
27.46534,0.4,-748.204
27.48538,0.4,-698.463
27.50543,0.4,-748.204
27.52545,0.4,-749.101
27.5455,0.4,-748.055
27.56558,0.4,-747.012
27.58565,0.4,-747.608
27.60566,0.4,-749.55
27.62571,0.4,-748.204
27.64576,0.4,-748.204
27.66577,0.4,-699.58
27.68581,0.4,-748.652
27.70583,0.4,-749.101
27.72588,0.4,-748.204
27.74596,0.4,-747.012
27.76603,0.4,-747.161
27.78604,0.4,-749.7
27.80607,0.4,-748.951
27.82608,0.4,-699.44
27.84613,0.4,-748.354
27.8662,0.4,-747.459
27.88625,0.4,-748.055
27.9063,0.4,-748.055
27.92635,0.4,-748.204
27.94642,0.4,-747.31
27.9665,0.4,-747.161
27.98652,0.4,-749.251
28.00652,0,-700
28.02654,0,-749.251
28.0466,0,-697.906
28.06665,0,-648.185
28.0867,0,-648.314
28.10678,0,-647.539
28.1268,0,-599.401
28.14682,0,-599.401
28.16682,0,-550
28.18683,0,-499.7
28.20689,0,-548.464
28.22689,0,-449.91
28.24695,0,-498.703
28.26696,0,-449.73
28.28698,0,-449.55
28.30703,0,-398.883
28.32707,0,-399.281
28.34711,0,-349.232
28.36714,0,-349.58
28.38718,0,-349.301
28.40724,0,-299.103
28.4273,0,-348.814
28.44737,0,-249.153
28.46739,0,-299.76
28.4874,0,-249.9
28.50744,0,-249.501
28.52747,0,-199.681
28.54754,0,-199.283
28.56755,0,-199.88
28.58756,0,-199.96
28.60757,0,-149.94
28.6276,0,-149.73
28.64766,0,-149.581
28.66767,0,-149.88
28.6877,0,-99.84
28.70773,0,-99.88
28.72779,0,-99.681
28.74782,0,-99.86
28.76787,0,-49.88
28.78788,0,-49.97
28.80791,0,-49.92
28.82793,0,0
28.84794,0,-49.97
28.86794,0,-50
28.88796,0,0
28.90797,0,0
28.92797,0,0
28.948,0,0
28.96803,0,0
28.98808,0,0
29.00814,0,0
29.02819,0,0
29.04826,0,0
29.06828,0,0
29.0883,0,0
29.10833,0,0
29.12839,0,0
29.14842,0,0
29.16846,0,0
29.18846,0,0
29.20851,0,0
29.22852,0,0
29.24856,0,0
29.26863,0,0
29.28868,0,0
29.30868,0,0
29.32872,0,0
29.34872,0,0
29.36876,0,0
29.38882,0,0
29.40882,0,0
29.42883,0,0
29.44885,0,0
29.46891,0,0
29.48897,0,0
29.50897,0,0
29.52899,0,0
29.54903,0,0
29.56909,0,0
29.58916,0,0
29.60917,0,0
29.6292,0,0
29.64926,0,0
29.66927,0,0
29.68931,0,0
29.70933,0,0
29.72937,0,0
29.74939,0,0
29.76944,0,0
29.78946,0,0
29.80949,0,0
29.82949,0,0
29.84954,0,0
29.86961,0,0
29.88963,0,0
29.90968,0,0
29.92975,0,0
29.94981,0,0
29.96983,0,0
29.98985,0,0
